AreaId;Receipt;TransactionDate;BeginHour;EAN;Quantity;PersonAgeGrp;KCustomer;QualClass;EasyClass
1;356527636531489;2017-11-06;17;6425606600388;2,000000;25-34;6712;Q_1-3;E_4-7
1;356358759727141;2017-11-05;14;2000973900008;5,000000;45-54;6712;Q_8-10;E_1-3
1;356443024679128;2017-11-06;17;6417801805026;2,000000;55-64;6712;Q_4-7;E_8-10
1;356179246715476;2017-11-03;16;6410405124517;2,000000;45-54;6712;Q_4-7;E_4-7
1;355833823468989;2017-11-01;19;6411300000494;1,000000;25-34;6712;Q_4-7;E_1-3
1;356341113181337;2017-11-05;12;2000818700008;0,362000;35-44;6712;Q_1-3;E_4-7
1;356269217607293;2017-11-04;13;7613034292643;2,000000;55-64;6712;Q_4-7;E_4-7
1;355820533091076;2017-11-01;16;6430024140484;1,000000;65-;6712;Q_8-10;E_1-3
1;355948941143419;2017-11-02;15;2000818700008;0,376000;55-64;6712;Q_4-7;E_4-7
1;356230602503626;2017-11-04;16;6410405116253;2,000000;55-64;6712;Q_8-10;E_8-10
1;356527636531489;2017-11-06;17;4001724819004;2,000000;25-34;6712;Q_1-3;E_4-7
1;356358759727141;2017-11-05;14;6419800020233;3,000000;45-54;6712;Q_8-10;E_1-3
1;356402832604300;2017-11-05;9;6407880081589;2,000000;;6712;Q_8-10;E_4-7
1;356443024679128;2017-11-06;17;2000585400002;0,476000;55-64;6712;Q_4-7;E_8-10
1;356179246715476;2017-11-03;16;7290002253334;2,000000;45-54;6712;Q_4-7;E_4-7
1;355833823468989;2017-11-01;19;6413600015550;2,000000;25-34;6712;Q_4-7;E_1-3
1;356341113181337;2017-11-05;12;7310531027906;2,000000;35-44;6712;Q_1-3;E_4-7
1;356269217607293;2017-11-04;13;3065890122536;2,000000;55-64;6712;Q_4-7;E_4-7
1;355820533091076;2017-11-01;16;6410405060457;1,000000;65-;6712;Q_8-10;E_1-3
1;355948941143419;2017-11-02;15;6408430002979;1,000000;55-64;6712;Q_4-7;E_4-7
1;356230602503626;2017-11-04;16;6420256014714;1,000000;55-64;6712;Q_8-10;E_8-10
1;356527636531489;2017-11-06;17;6408641827200;1,000000;25-34;6712;Q_1-3;E_4-7
1;356358759727141;2017-11-05;14;6417901007764;2,000000;45-54;6712;Q_8-10;E_1-3
1;356402832604300;2017-11-05;9;6430035370627;1,000000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;9789510419199;2,000000;45-54;6712;Q_4-7;E_4-7
1;355833823468989;2017-11-01;19;6417348170304;2,000000;25-34;6712;Q_4-7;E_1-3
1;356341113181337;2017-11-05;12;64019697;2,000000;35-44;6712;Q_1-3;E_4-7
1;356269217607293;2017-11-04;13;2000973900008;2,000000;55-64;6712;Q_4-7;E_4-7
1;355820533091076;2017-11-01;16;6410405044174;2,000000;65-;6712;Q_8-10;E_1-3
1;355948941143419;2017-11-02;15;6410405071088;2,000000;55-64;6712;Q_4-7;E_4-7
1;356230602503626;2017-11-04;16;2000818700008;0,794000;55-64;6712;Q_8-10;E_8-10
1;356527636531489;2017-11-06;17;6410405082626;2,000000;25-34;6712;Q_1-3;E_4-7
1;356358759727141;2017-11-05;14;6417901011051;1,000000;45-54;6712;Q_8-10;E_1-3
1;356189591269105;2017-11-03;15;6416453074095;1,000000;35-44;6712;Q_4-7;E_1-3
1;356402832604300;2017-11-05;9;5706779060065;1,000000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;2000973900008;6,000000;45-54;6712;Q_4-7;E_4-7
1;355833823468989;2017-11-01;19;6410180045946;1,000000;25-34;6712;Q_4-7;E_1-3
1;356341113181337;2017-11-05;12;6411401036248;2,000000;35-44;6712;Q_1-3;E_4-7
1;356269217607293;2017-11-04;13;6416021000389;2,000000;55-64;6712;Q_4-7;E_4-7
1;355820533091076;2017-11-01;16;2000470400001;2,000000;65-;6712;Q_8-10;E_1-3
1;355948941143419;2017-11-02;15;6408180733659;2,000000;55-64;6712;Q_4-7;E_4-7
1;356230602503626;2017-11-04;16;2000510800006;0,431000;55-64;6712;Q_8-10;E_8-10
1;356358759727141;2017-11-05;14;8000920500200;1,000000;45-54;6712;Q_8-10;E_1-3
1;356189591269105;2017-11-03;15;6415130036777;1,000000;35-44;6712;Q_4-7;E_1-3
1;356402832604300;2017-11-05;9;6416036101385;1,000000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;7393481001844;2,000000;45-54;6712;Q_4-7;E_4-7
1;355833823468989;2017-11-01;19;6437005041020;2,000000;25-34;6712;Q_4-7;E_1-3
1;356341113181337;2017-11-05;12;7622100937937;1,000000;35-44;6712;Q_1-3;E_4-7
1;356269217607293;2017-11-04;13;4008429098499;2,000000;55-64;6712;Q_4-7;E_4-7
1;355820533091076;2017-11-01;16;6410402026616;2,000000;65-;6712;Q_8-10;E_1-3
1;356230602503626;2017-11-04;16;6408430035977;1,000000;55-64;6712;Q_8-10;E_8-10
1;355833461703040;2017-11-01;15;6410405140913;1,000000;55-64;6712;Q_4-7;E_4-7
1;356189591269105;2017-11-03;15;6410405126252;1,000000;35-44;6712;Q_4-7;E_1-3
1;356402832604300;2017-11-05;9;6408430310883;1,000000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;6415350002118;2,000000;45-54;6712;Q_4-7;E_4-7
1;356528375483645;2017-11-06;12;6416453072206;2,000000;55-64;6712;Q_1-3;E_8-10
1;355833823468989;2017-11-01;19;6430104920302;1,000000;25-34;6712;Q_4-7;E_1-3
1;356341113181337;2017-11-05;12;7310532107096;2,000000;35-44;6712;Q_1-3;E_4-7
1;356269217607293;2017-11-04;13;6411401016073;1,000000;55-64;6712;Q_4-7;E_4-7
1;356055490034700;2017-11-03;10;59064398;2,000000;35-44;6712;Q_4-7;E_1-3
1;356645930446602;2017-11-07;15;6411401019098;1,000000;25-34;6712;Q_1-3;E_1-3
1;355820533091076;2017-11-01;16;6410405114471;2,000000;65-;6712;Q_8-10;E_1-3
1;355833461703040;2017-11-01;15;6410405142269;2,000000;55-64;6712;Q_4-7;E_4-7
1;356189591269105;2017-11-03;15;6408430000456;2,000000;35-44;6712;Q_4-7;E_1-3
1;356402832604300;2017-11-05;9;6413467345616;1,000000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;7311312000989;2,000000;45-54;6712;Q_4-7;E_4-7
1;356528375483645;2017-11-06;12;6412000081073;2,000000;55-64;6712;Q_1-3;E_8-10
1;355833823468989;2017-11-01;19;2000960500006;0,340000;25-34;6712;Q_4-7;E_1-3
1;356269217607293;2017-11-04;13;7613034976987;1,000000;55-64;6712;Q_4-7;E_4-7
1;356645930446602;2017-11-07;15;6416021000389;1,000000;25-34;6712;Q_1-3;E_1-3
1;355820533091076;2017-11-01;16;2000425300004;0,510000;65-;6712;Q_8-10;E_1-3
1;356085795726205;2017-11-03;10;6414885180018;1,000000;35-44;6712;Q_4-7;E_1-3
1;356402832604300;2017-11-05;9;2000575800003;2,000000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;6416453074118;2,000000;45-54;6712;Q_4-7;E_4-7
1;356528375483645;2017-11-06;12;6430024140972;2,000000;55-64;6712;Q_1-3;E_8-10
1;355833823468989;2017-11-01;19;6410405187710;2,000000;25-34;6712;Q_4-7;E_1-3
1;356269217607293;2017-11-04;13;6419800020899;1,000000;55-64;6712;Q_4-7;E_4-7
1;356645930446602;2017-11-07;15;6410405071118;1,000000;25-34;6712;Q_1-3;E_1-3
1;356099624481961;2017-11-03;15;6430055270037;2,000000;25-34;6712;Q_1-3;E_4-7
1;356216260330878;2017-11-04;12;6408430014477;1,000000;55-64;6712;Q_1-3;E_8-10
1;356085795726205;2017-11-03;10;6420256013892;2,000000;35-44;6712;Q_4-7;E_1-3
1;355792226819285;2017-11-01;15;6410405175663;1,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;6411401036309;2,000000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;6410405095893;5,000000;45-54;6712;Q_4-7;E_4-7
1;356528375483645;2017-11-06;12;6412000031849;2,000000;55-64;6712;Q_1-3;E_8-10
1;356269217607293;2017-11-04;13;7613030473381;2,000000;55-64;6712;Q_4-7;E_4-7
1;356645930446602;2017-11-07;15;6413466080204;1,000000;25-34;6712;Q_1-3;E_1-3
1;356099624481961;2017-11-03;15;6416021000389;1,000000;25-34;6712;Q_1-3;E_4-7
1;356216260330878;2017-11-04;12;6408430000449;2,000000;55-64;6712;Q_1-3;E_8-10
1;356085795726205;2017-11-03;10;4015400699873;1,000000;35-44;6712;Q_4-7;E_1-3
1;355792226819285;2017-11-01;15;6413300018998;2,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;24000001683;1,000000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;6410405152305;2,000000;45-54;6712;Q_4-7;E_4-7
1;356528375483645;2017-11-06;12;6410405049834;3,000000;55-64;6712;Q_1-3;E_8-10
1;356269217607293;2017-11-04;13;7613034633484;1,000000;55-64;6712;Q_4-7;E_4-7
1;356393720894886;2017-11-05;18;6410405117052;1,000000;35-44;6712;Q_4-7;E_8-10
1;356645930446602;2017-11-07;15;7310240606386;1,000000;25-34;6712;Q_1-3;E_1-3
1;356099624481961;2017-11-03;15;6410405060877;1,000000;25-34;6712;Q_1-3;E_4-7
1;355777350373367;2017-11-01;18;6430024140484;1,000000;55-64;6712;Q_1-3;E_4-7
1;356216260330878;2017-11-04;12;7622100937845;2,000000;55-64;6712;Q_1-3;E_8-10
1;355792226819285;2017-11-01;15;6410405118004;1,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;6411401015090;1,000000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;7393481305607;2,000000;45-54;6712;Q_4-7;E_4-7
1;356269217607293;2017-11-04;13;6414883989255;2,000000;55-64;6712;Q_4-7;E_4-7
1;356393720894886;2017-11-05;18;6420256012680;1,000000;35-44;6712;Q_4-7;E_8-10
1;356645930446602;2017-11-07;15;6409536650026;1,000000;25-34;6712;Q_1-3;E_1-3
1;356099624481961;2017-11-03;15;6430064401149;2,000000;25-34;6712;Q_1-3;E_4-7
1;355777350373367;2017-11-01;18;6417901008037;1,000000;55-64;6712;Q_1-3;E_4-7
1;356216260330878;2017-11-04;12;6413300020519;1,000000;55-64;6712;Q_1-3;E_8-10
1;356540244978926;2017-11-06;17;3086123303843;2,000000;35-44;6712;Q_4-7;E_1-3
1;355792226819285;2017-11-01;15;6408430064915;2,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;6416453083561;2,000000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;6410405082657;2,000000;45-54;6712;Q_4-7;E_4-7
1;356269217607293;2017-11-04;13;6411300000494;1,000000;55-64;6712;Q_4-7;E_4-7
1;356393720894886;2017-11-05;18;6420256012727;2,000000;35-44;6712;Q_4-7;E_8-10
1;356488664099359;2017-11-06;12;2000823600003;0,109000;55-64;6712;Q_4-7;E_8-10
1;356645930446602;2017-11-07;15;6420256010860;1,000000;25-34;6712;Q_1-3;E_1-3
1;356099624481961;2017-11-03;15;6410402019700;1,000000;25-34;6712;Q_1-3;E_4-7
1;355777350373367;2017-11-01;18;2000818700008;0,242000;55-64;6712;Q_1-3;E_4-7
1;356103847525308;2017-11-03;11;2000818700008;0,570000;55-64;6712;Q_8-10;E_4-7
1;356216260330878;2017-11-04;12;6411402117700;2,000000;55-64;6712;Q_1-3;E_8-10
1;356540244978926;2017-11-06;17;5013965948428;1,000000;35-44;6712;Q_4-7;E_1-3
1;355792226819285;2017-11-01;15;6408641799569;2,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;2000604700007;0,355000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;6430024140972;2,000000;45-54;6712;Q_4-7;E_4-7
1;356269217607293;2017-11-04;13;5053990127443;1,000000;55-64;6712;Q_4-7;E_4-7
1;356393720894886;2017-11-05;18;8714100013496;1,000000;35-44;6712;Q_4-7;E_8-10
1;356488664099359;2017-11-06;12;6412000033065;1,000000;55-64;6712;Q_4-7;E_8-10
1;356645930446602;2017-11-07;15;6410405102515;1,000000;25-34;6712;Q_1-3;E_1-3
1;356099624481961;2017-11-03;15;6408180734199;1,000000;25-34;6712;Q_1-3;E_4-7
1;355777350373367;2017-11-01;18;6410405069559;2,000000;55-64;6712;Q_1-3;E_4-7
1;356103847525308;2017-11-03;11;2000291500003;0,596000;55-64;6712;Q_8-10;E_4-7
1;356216260330878;2017-11-04;12;6410405060457;2,000000;55-64;6712;Q_1-3;E_8-10
1;356540244978926;2017-11-06;17;8717418506940;1,000000;35-44;6712;Q_4-7;E_1-3
1;355792226819285;2017-11-01;15;38900014261;2,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;2000614400003;0,349000;;6712;Q_8-10;E_4-7
1;356179246715476;2017-11-03;16;8436008521018;1,000000;45-54;6712;Q_4-7;E_4-7
1;356269217607293;2017-11-04;13;6412000033065;1,000000;55-64;6712;Q_4-7;E_4-7
1;356393720894886;2017-11-05;18;6410405135469;1,000000;35-44;6712;Q_4-7;E_8-10
1;356488664099359;2017-11-06;12;2000890600005;0,246000;55-64;6712;Q_4-7;E_8-10
1;356645930446602;2017-11-07;15;6411401019043;1,000000;25-34;6712;Q_1-3;E_1-3
1;355777350373367;2017-11-01;18;6410405164926;2,000000;55-64;6712;Q_1-3;E_4-7
1;356103847525308;2017-11-03;11;6410405084934;2,000000;55-64;6712;Q_8-10;E_4-7
1;356216260330878;2017-11-04;12;2000528000009;0,635000;55-64;6712;Q_1-3;E_8-10
1;356540244978926;2017-11-06;17;6430024140972;1,000000;35-44;6712;Q_4-7;E_1-3
1;355792226819285;2017-11-01;15;38900013707;1,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;2000388400001;0,309000;;6712;Q_8-10;E_4-7
1;356655939082631;2017-11-07;14;6419800022053;2,000000;45-54;6712;Q_1-3;E_4-7
1;356179246715476;2017-11-03;16;7311310031039;2,000000;45-54;6712;Q_4-7;E_4-7
1;356393720894886;2017-11-05;18;6410405082626;4,000000;35-44;6712;Q_4-7;E_8-10
1;356645930446602;2017-11-07;15;6410405044860;1,000000;25-34;6712;Q_1-3;E_1-3
1;355777350373367;2017-11-01;18;6410405181374;1,000000;55-64;6712;Q_1-3;E_4-7
1;356103847525308;2017-11-03;11;6420256013472;1,000000;55-64;6712;Q_8-10;E_4-7
1;356216260330878;2017-11-04;12;6416036101385;2,000000;55-64;6712;Q_1-3;E_8-10
1;356348048748205;2017-11-05;15;6408430015481;3,000000;45-54;6712;Q_1-3;E_8-10
1;356540244978926;2017-11-06;17;5998749120613;3,000000;35-44;6712;Q_4-7;E_1-3
1;355792226819285;2017-11-01;15;6410381095368;2,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;6413466124007;1,000000;;6712;Q_8-10;E_4-7
1;356655939082631;2017-11-07;14;6410405091260;1,000000;45-54;6712;Q_1-3;E_4-7
1;356179246715476;2017-11-03;16;6416453054691;2,000000;45-54;6712;Q_4-7;E_4-7
1;356393720894886;2017-11-05;18;5690527997003;1,000000;35-44;6712;Q_4-7;E_8-10
1;356645930446602;2017-11-07;15;5690527991001;1,000000;25-34;6712;Q_1-3;E_1-3
1;355777350373367;2017-11-01;18;2000973900008;1,000000;55-64;6712;Q_1-3;E_4-7
1;356103847525308;2017-11-03;11;6411401019098;2,000000;55-64;6712;Q_8-10;E_4-7
1;356216260330878;2017-11-04;12;6408430339563;1,000000;55-64;6712;Q_1-3;E_8-10
1;356348048748205;2017-11-05;15;6410405067319;2,000000;45-54;6712;Q_1-3;E_8-10
1;356540244978926;2017-11-06;17;3086126726984;1,000000;35-44;6712;Q_4-7;E_1-3
1;355792226819285;2017-11-01;15;6410381090561;1,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;6420256013793;1,000000;;6712;Q_8-10;E_4-7
1;356655939082631;2017-11-07;14;6413300019124;2,000000;45-54;6712;Q_1-3;E_4-7
1;356179246715476;2017-11-03;16;6403016851064;2,000000;45-54;6712;Q_4-7;E_4-7
1;356393720894886;2017-11-05;18;5701027004129;2,000000;35-44;6712;Q_4-7;E_8-10
1;356645930446602;2017-11-07;15;7622100938446;2,000000;25-34;6712;Q_1-3;E_1-3
1;356216260330878;2017-11-04;12;6437005053368;1,000000;55-64;6712;Q_1-3;E_8-10
1;356348048748205;2017-11-05;15;6410405105448;2,000000;45-54;6712;Q_1-3;E_8-10
1;356540244978926;2017-11-06;17;5900951134876;1,000000;35-44;6712;Q_4-7;E_1-3
1;356624681106889;2017-11-07;16;6410405060471;1,000000;55-64;6712;Q_4-7;E_4-7
1;355792226819285;2017-11-01;15;6416021000389;1,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;6420400000310;1,000000;;6712;Q_8-10;E_4-7
1;356655939082631;2017-11-07;14;6410405148094;2,000000;45-54;6712;Q_1-3;E_4-7
1;356179246715476;2017-11-03;16;7393481001837;2,000000;45-54;6712;Q_4-7;E_4-7
1;356393720894886;2017-11-05;18;6411402164803;2,000000;35-44;6712;Q_4-7;E_8-10
1;356645930446602;2017-11-07;15;6410405181411;2,000000;25-34;6712;Q_1-3;E_1-3
1;356216260330878;2017-11-04;12;6430055270402;1,000000;55-64;6712;Q_1-3;E_8-10
1;356348048748205;2017-11-05;15;6410405082657;2,000000;45-54;6712;Q_1-3;E_8-10
1;356624681106889;2017-11-07;16;5998749108550;2,000000;55-64;6712;Q_4-7;E_4-7
1;355792226819285;2017-11-01;15;6413600090649;2,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;2000562000003;1,000000;;6712;Q_8-10;E_4-7
1;356655939082631;2017-11-07;14;6410400028070;2,000000;45-54;6712;Q_1-3;E_4-7
1;356179246715476;2017-11-03;16;4015400897095;1,000000;45-54;6712;Q_4-7;E_4-7
1;356393720894886;2017-11-05;18;6413300016871;2,000000;35-44;6712;Q_4-7;E_8-10
1;356649948810963;2017-11-07;13;6408641799569;1,000000;45-54;6712;Q_4-7;E_4-7
1;356645930446602;2017-11-07;15;6408430310883;2,000000;25-34;6712;Q_1-3;E_1-3
1;356216260330878;2017-11-04;12;2000818700008;0,691000;55-64;6712;Q_1-3;E_8-10
1;356348048748205;2017-11-05;15;6416021000389;2,000000;45-54;6712;Q_1-3;E_8-10
1;356624681106889;2017-11-07;16;64025131;1,000000;55-64;6712;Q_4-7;E_4-7
1;355792226819285;2017-11-01;15;6408430041213;1,000000;55-64;6712;Q_8-10;E_4-7
1;356402832604300;2017-11-05;9;6410405093677;2,000000;;6712;Q_8-10;E_4-7
1;356655939082631;2017-11-07;14;2000973900008;5,000000;45-54;6712;Q_1-3;E_4-7
1;355883861656965;2017-11-02;13;6410405095916;2,000000;35-44;6712;Q_4-7;E_4-7
1;356179246715476;2017-11-03;16;6410402024261;2,000000;45-54;6712;Q_4-7;E_4-7
1;356420335597471;2017-11-05;15;7311310025021;2,000000;45-54;6712;Q_8-10;E_1-3
1;356393720894886;2017-11-05;18;2000797100004;0,766000;35-44;6712;Q_4-7;E_8-10
1;356649948810963;2017-11-07;13;6417326001538;1,000000;45-54;6712;Q_4-7;E_4-7
1;356645930446602;2017-11-07;15;2000604700007;0,310000;25-34;6712;Q_1-3;E_1-3
1;356216260330878;2017-11-04;12;6409710007936;2,000000;55-64;6712;Q_1-3;E_8-10
1;356348048748205;2017-11-05;15;6418510000917;1,000000;45-54;6712;Q_1-3;E_8-10
1;356624681106889;2017-11-07;16;6411401035500;1,000000;55-64;6712;Q_4-7;E_4-7
1;356402832604300;2017-11-05;9;5706779055467;1,000000;;6712;Q_8-10;E_4-7
1;356655939082631;2017-11-07;14;6414888750058;2,000000;45-54;6712;Q_1-3;E_4-7
1;355883861656965;2017-11-02;13;6415600522410;2,000000;35-44;6712;Q_4-7;E_4-7
1;356179246715476;2017-11-03;16;6411401016073;1,000000;45-54;6712;Q_4-7;E_4-7
1;356420335597471;2017-11-05;15;6410405126580;2,000000;45-54;6712;Q_8-10;E_1-3
1;356393720894886;2017-11-05;18;6413466041205;1,000000;35-44;6712;Q_4-7;E_8-10
1;356649948810963;2017-11-07;13;6415600501781;2,000000;45-54;6712;Q_4-7;E_4-7
1;356645930446602;2017-11-07;15;6410405085627;2,000000;25-34;6712;Q_1-3;E_1-3
1;356348048748205;2017-11-05;15;8714100722572;1,000000;45-54;6712;Q_1-3;E_8-10
1;356624681106889;2017-11-07;16;7350028545063;1,000000;55-64;6712;Q_4-7;E_4-7
1;356655939082631;2017-11-07;14;6410405138323;1,000000;45-54;6712;Q_1-3;E_4-7
1;355883861656965;2017-11-02;13;6408641827200;2,000000;35-44;6712;Q_4-7;E_4-7
1;356179246715476;2017-11-03;16;2000967100001;0,258000;45-54;6712;Q_4-7;E_4-7
1;356420335597471;2017-11-05;15;6410405097637;1,000000;45-54;6712;Q_8-10;E_1-3
1;356393720894886;2017-11-05;18;6410405181190;2,000000;35-44;6712;Q_4-7;E_8-10
1;356348048748205;2017-11-05;15;6410405195111;1,000000;45-54;6712;Q_1-3;E_8-10
1;356624681106889;2017-11-07;16;7310470345239;1,000000;55-64;6712;Q_4-7;E_4-7
1;356655939082631;2017-11-07;14;2000265000003;0,210000;45-54;6712;Q_1-3;E_4-7
1;355883861656965;2017-11-02;13;2000973900008;2,000000;35-44;6712;Q_4-7;E_4-7
1;356179246715476;2017-11-03;16;6410402024247;2,000000;45-54;6712;Q_4-7;E_4-7
1;356420335597471;2017-11-05;15;5060074627546;1,000000;45-54;6712;Q_8-10;E_1-3
1;356393720894886;2017-11-05;18;6408430040049;2,000000;35-44;6712;Q_4-7;E_8-10
1;355748081500186;2017-11-01;17;6410405068989;2,000000;45-54;6712;Q_1-3;E_8-10
1;356348048748205;2017-11-05;15;6408430062690;2,000000;45-54;6712;Q_1-3;E_8-10
1;356624681106889;2017-11-07;16;6416021000389;1,000000;55-64;6712;Q_4-7;E_4-7
1;356655939082631;2017-11-07;14;6412000031870;2,000000;45-54;6712;Q_1-3;E_4-7
1;355883861656965;2017-11-02;13;6413600013082;1,000000;35-44;6712;Q_4-7;E_4-7
1;356179246715476;2017-11-03;16;6409100061463;2,000000;45-54;6712;Q_4-7;E_4-7
1;356420335597471;2017-11-05;15;6410405126528;2,000000;45-54;6712;Q_8-10;E_1-3
1;356348048748205;2017-11-05;15;6410405045799;1,000000;45-54;6712;Q_1-3;E_8-10
1;356655939082631;2017-11-07;14;6410405138514;2,000000;45-54;6712;Q_1-3;E_4-7
1;355883861656965;2017-11-02;13;6407870074041;2,000000;35-44;6712;Q_4-7;E_4-7
1;356179246715476;2017-11-03;16;6410405145406;1,000000;45-54;6712;Q_4-7;E_4-7
1;356420335597471;2017-11-05;15;6430051516344;1,000000;45-54;6712;Q_8-10;E_1-3
1;356348048748205;2017-11-05;15;6407870074881;2,000000;45-54;6712;Q_1-3;E_8-10
1;356655939082631;2017-11-07;14;6410405112514;2,000000;45-54;6712;Q_1-3;E_4-7
1;355883861656965;2017-11-02;13;6416021000389;1,000000;35-44;6712;Q_4-7;E_4-7
1;356179246715476;2017-11-03;16;8410076400000;1,000000;45-54;6712;Q_4-7;E_4-7
1;356420335597471;2017-11-05;15;4002971466102;1,000000;45-54;6712;Q_8-10;E_1-3
1;356625631061447;2017-11-07;7;6410405149473;1,000000;55-64;6712;Q_8-10;E_4-7
1;356348048748205;2017-11-05;15;7310700673262;1,000000;45-54;6712;Q_1-3;E_8-10
1;356288523550538;2017-11-04;14;6411923655903;1,000000;55-64;6712;Q_4-7;E_4-7
1;355883861656965;2017-11-02;13;6414887145435;1,000000;35-44;6712;Q_4-7;E_4-7
1;356179246715476;2017-11-03;16;2000528900002;0,649000;45-54;6712;Q_4-7;E_4-7
1;356687798226627;2017-11-07;19;6414885180018;1,000000;35-44;6712;Q_8-10;E_1-3
1;356420335597471;2017-11-05;15;6416046672127;2,000000;45-54;6712;Q_8-10;E_1-3
1;356310979442368;2017-11-04;17;64027135;1,000000;35-44;6712;Q_4-7;E_1-3
1;356625631061447;2017-11-07;7;2000265000003;0,244000;55-64;6712;Q_8-10;E_4-7
1;356348048748205;2017-11-05;15;6412000032419;1,000000;45-54;6712;Q_1-3;E_8-10
1;356221427338180;2017-11-04;13;2000973900008;7,000000;25-34;6712;Q_8-10;E_1-3
1;355883861656965;2017-11-02;13;6413600014836;4,000000;35-44;6712;Q_4-7;E_4-7
1;356179246715476;2017-11-03;16;6410405156280;1,000000;45-54;6712;Q_4-7;E_4-7
